,input_text_list,pos_extraction_list,collection_word_list,list_docs_retrived,prompt
23," Distributed hard real-time systems require guaranteed communication. One common approach is to restrict network access by enforcing a time-division multiple access (TDMA) schedule.The typical data representation of offlinegenerated TDMA schedules is table-like structures. This representation, however, does not permit applications with dynamic communication demands, because the table-like structure prevents on-the-fly changes during execution. A common approach for applications with dynamic communication behavior is dynamic TDMA schedules. However, such schedules are hard to verify, because they are usually implemented in a programming language, which does not support verification. Network code is a behavioral model for specifying realtime communication schedules. It allows modeling arbitrary time-triggered communication schedules with on-thefly choices, and it is also apt for formal verification. In this work, we present network code and show how we can use a model checker to verify safety properties such as collision-free communication, schedulability, and guaranteed message reception. We also discuss its implementation in RTLinux and provide performance measurements.","['hard', 'realtime', 'guaranteed', 'common', 'multiple', 'typical', 'offlinegenerated', 'tablelike', 'dynamic', 'tablelike', 'onthefly', 'common', 'dynamic', 'dynamic', 'such', 'hard', 'behavioral', 'realtime', 'arbitrary', 'timetriggered', 'onthefly', 'apt', 'formal', 'such', 'collisionfree', 'guaranteed']","['best', 'better', 'finding', 'simply', 'algorithm', 'algorithms', 'Unconditionally', 'maximum', 'optimal', 'possible', 'are', 'problem', 'problems', 'Various', 'consecutive', 'parallel', 'the', '4connected', 'MultipleValued', 'Triconnected', 'fourconnected', 'BendOptimal', 'edgedisjoint', 'nonhamiltonian', 'vertexrankings', 'balanced', 'linear', 'BendOptimal', 'edgedisjoint', 'nonhamiltonian', 'vertexrankings', 'NPComplete', 'SeriesParallel', 'are', 'problem', 'problems', 'balanced', 'linear', 'balanced', 'linear', 'are', 'necessary', 'possible', 'without', 'best', 'better', 'finding', 'simply', 'combinatorial', 'problems', 'protocols', 'tradeoffs', 'algorithm', 'algorithms', 'approximation', 'generalized', 'linear', 'orthogonal', '4connected', 'SiteOriented', 'Triconnected', 'fivecoloring', 'NPComplete', 'SeriesParallel', 'An', 'better', 'necessary', 'simply', 'regular', 'uniform', 'without', 'are', 'necessary', 'possible', 'without', '5coloring', 'Matchings', 'Noncrossing', 'Unconditionally', 'maximum', 'optimal', 'possible']","['Automatic verification of linear controller software', 'On the parallel complexity of model checking in the modal mu-calculus']","Paraphrase the following paper title without adding any other information: "" Distributed hard real-time systems require guaranteed communication. One common approach is to restrict network access by enforcing a time-division multiple access (TDMA) schedule.The typical data representation of offlinegenerated TDMA schedules is table-like structures. This representation, however, does not permit applications with dynamic communication demands, because the table-like structure prevents on-the-fly changes during execution. A common approach for applications with dynamic communication behavior is dynamic TDMA schedules. However, such schedules are hard to verify, because they are usually implemented in a programming language, which does not support verification. Network code is a behavioral model for specifying realtime communication schedules. It allows modeling arbitrary time-triggered communication schedules with on-thefly choices, and it is also apt for formal verification. In this work, we present network code and show how we can use a model checker to verify safety properties such as collision-free communication, schedulability, and guaranteed message reception. We also discuss its implementation in RTLinux and provide performance measurements."" based on the user's previous titles: ""['Automatic verification of linear controller software', 'On the parallel complexity of model checking in the modal mu-calculus']""."
24," Our opinions and judgments are increasingly shaped by what we read on social media -- whether they be tweets and posts in social networks, blog posts, or review boards. These opinions could be about topics such as consumer products, politics, life style, or celebrities. Understanding how users in a network update opinions based on their neighbor's opinions, as well as what global opinion structure is implied when users iteratively update opinions, is important in the context of viral marketing and information dissemination, as well as targeting messages to users in the network. In this paper, we consider the problem of modeling how users update opinions based on their neighbors' opinions. We perform a set of online user studies based on the celebrated conformity experiments of Asch [1]. Our experiments are carefully crafted to derive quantitative insights into developing a model for opinion updates (as opposed to deriving psychological insights). We show that existing and widely studied theoretical models do not explain the entire gamut of experimental observations we make. This leads us to posit a new, nuanced model that we term the BVM. We present preliminary theoretical and simulation results on the convergence and structure of opinions in the entire network when users iteratively update their respective opinions according to the BVM. We show that consensus and polarization of opinions arise naturally in this model under easy to interpret initial conditions on the network.","['social', 'social', 'such', 'update', 'global', 'update', 'important', 'viral', 'online', 'celebrated', 'quantitative', 'psychological', 'theoretical', 'entire', 'experimental', 'new', 'nuanced', 'present', 'preliminary', 'entire', 'respective', 'easy', 'initial']","['computing', 'embedding', 'family', 'networks', 'sharing', 'computing', 'embedding', 'family', 'networks', 'sharing', 'are', 'necessary', 'possible', 'without', 'algorithm', 'complexity', 'computing', 'demand', 'networks', 'algorithm', 'best', 'key', 'necessary', 'Web', 'combinatorial', 'embedding', 'networks', 'sharing', 'Web', 'best', 'exchange', 'networks', 'regular', 'almost', 'consecutive', 'designated', 'characterization', 'combinatorial', 'generalized', 'linear', 'complexity', 'depth', 'problems', 'approximation', 'combinatorial', 'computability', 'generalized', 'maximal', 'the', 'algorithm', 'combinatorial', 'protocols', 'the', 'balanced', 'better', 'characterization', 'complexity', 'the', 'characterization', 'complete', 'drawings', 'partial', 'the', 'the', 'Simple', 'compact', 'necessary', 'possible', 'simply', 'the']","['Mining Videos from the Web for Electronic Textbooks.', 'Optimal auctions via the multiplicative weight method']","Paraphrase the following paper title without adding any other information: "" Our opinions and judgments are increasingly shaped by what we read on social media -- whether they be tweets and posts in social networks, blog posts, or review boards. These opinions could be about topics such as consumer products, politics, life style, or celebrities. Understanding how users in a network update opinions based on their neighbor's opinions, as well as what global opinion structure is implied when users iteratively update opinions, is important in the context of viral marketing and information dissemination, as well as targeting messages to users in the network. In this paper, we consider the problem of modeling how users update opinions based on their neighbors' opinions. We perform a set of online user studies based on the celebrated conformity experiments of Asch [1]. Our experiments are carefully crafted to derive quantitative insights into developing a model for opinion updates (as opposed to deriving psychological insights). We show that existing and widely studied theoretical models do not explain the entire gamut of experimental observations we make. This leads us to posit a new, nuanced model that we term the BVM. We present preliminary theoretical and simulation results on the convergence and structure of opinions in the entire network when users iteratively update their respective opinions according to the BVM. We show that consensus and polarization of opinions arise naturally in this model under easy to interpret initial conditions on the network."" based on the user's previous titles: ""['Mining Videos from the Web for Electronic Textbooks.', 'Optimal auctions via the multiplicative weight method']""."
25," This paper addresses the smallest grammar problem: What is the smallest context-free grammar that generates exactly one given string σ? This is a natural question about a fundamental object connected to many fields such as data compression, Kolmogorov complexity, pattern identification, and addition chains. Due to the problem's inherent complexity, our objective is to find an approximation algorithm which finds a small grammar for the input string. We focus attention on the approximation ratio of the algorithm (and implicitly, the worst case behavior) to establish provable performance guarantees and to address shortcomings in the classical measure of redundancy in the literature. Our first results are concern the hardness of approximating the smallest grammar problem. Most notably, we show that every efficient algorithm for the smallest grammar problem has approximation ratio at least 8569/8568 unless P=NP. We then bound approximation ratios for several of the best known grammar-based compression algorithms, including LZ78, B ISECTION, SEQUENTIAL, LONGEST MATCH, GREEDY, and RE-PAIR. Among these, the best upper bound we show is O(n12/). We finish by presenting two novel algorithms with exponentially better ratios of O(log3n) and O(log(n/m*)), where m* is the size of the smallest grammar for that input. The latter algorithm highlights a connection between grammar-based compression and LZ77.","['smallest', 'smallest', 'contextfree', 'natural', 'fundamental', 'many', 'such', 'pattern', 'inherent', 'small', 'worst', 'provable', 'classical', 'first', 'smallest', 'Most', 'smallest', 'least', 'several', 'best', 'known', 'grammarbased', 'best', 'upper', 'finish', 'novel', 'better', 'nm', 'smallest', 'latter', 'grammarbased']","['best', 'compact', 'shortest', 'size', 'best', 'compact', 'shortest', 'size', 'BendOptimal', 'VertexRankings', 'edgedisjoint', 'vertexrankings', 'colorings', 'forests', 'undirected', 'key', 'necessary', 'problem', 'Various', 'are', 'the', 'are', 'necessary', 'possible', 'without', 'color', 'contours', 'rectangle', 'size', 'complexity', 'problem', 'problems', 'tradeoffs', 'Small', 'a', 'size', 'Best', 'best', 'better', 'possible', 'shortest', 'computability', 'maximal', 'possible', 'reducible', 'solvable', 'combinatorial', 'linear', 'the', 'best', 'compact', 'shortest', 'size', 'Almost', 'For', 'Various', 'best', 'compact', 'shortest', 'size', 'almost', 'than', 'the', 'Various', 'consecutive', 'the', 'Best', 'best', 'better', 'possible', 'shortest', 'are', 'best', 'designated', 'is', 'possible', '4connected', 'Triconnected', 'fourconnected', 'nonhamiltonian', 'Best', 'best', 'better', 'possible', 'shortest', 'Lower', 'the', 'color', 'complete', 'corners', 'edge', 'shortest', 'Characterization', 'algorithm', 'characterization', 'combinatorial', 'best', 'better', 'optimal', 'than', 'planar', 'best', 'compact', 'shortest', 'size', 'the', '4connected', 'Triconnected', 'fourconnected', 'nonhamiltonian']","['Computing shortest paths with uncertainty', 'Estimating corpus size via queries']","Paraphrase the following paper title without adding any other information: "" This paper addresses the smallest grammar problem: What is the smallest context-free grammar that generates exactly one given string σ? This is a natural question about a fundamental object connected to many fields such as data compression, Kolmogorov complexity, pattern identification, and addition chains. Due to the problem's inherent complexity, our objective is to find an approximation algorithm which finds a small grammar for the input string. We focus attention on the approximation ratio of the algorithm (and implicitly, the worst case behavior) to establish provable performance guarantees and to address shortcomings in the classical measure of redundancy in the literature. Our first results are concern the hardness of approximating the smallest grammar problem. Most notably, we show that every efficient algorithm for the smallest grammar problem has approximation ratio at least 8569/8568 unless P=NP. We then bound approximation ratios for several of the best known grammar-based compression algorithms, including LZ78, B ISECTION, SEQUENTIAL, LONGEST MATCH, GREEDY, and RE-PAIR. Among these, the best upper bound we show is O(n12/). We finish by presenting two novel algorithms with exponentially better ratios of O(log3n) and O(log(n/m*)), where m* is the size of the smallest grammar for that input. The latter algorithm highlights a connection between grammar-based compression and LZ77."" based on the user's previous titles: ""['Computing shortest paths with uncertainty', 'Estimating corpus size via queries']""."
26," In this paper, we present P-Hera, a peer-to-peer (P2P) infrastructure for scalable and secure content hosting. PHera allows the users and content owners to dynamically establish trust using fine-grained access control. In P-Hera, resource owners can specify fine-grained restrictions on who can access their resources and which user can access which part of data. We differentiate our work with traditional works of fine-grained access control on Web services, as our system in addition to handling access constrains of the service provider (which is the case in Web services), it also handles security constrains regarding actions performed on data: replication and modification. We believe this is of immense significance for wide-range of applications such as data Grids, Information Grids and Web Content Delivery Networks. In addition to presenting the overall system architecture, we also study the problem of evaluating these fine-grained access policies in depth and propose a novel means of organizing these policies that can result in faster evaluation. We demonstrate the effectiveness of our approach using prototype implementation.","['present', 'scalable', 'secure', 'finegrained', 'finegrained', 'traditional', 'finegrained', 'immense', 'such', 'overall', 'finegrained', 'novel', 'faster', 'prototype']","['the', 'Efficient', 'computing', 'optimal', 'Secure', 'connected', 'necessary', 'sufficient', 'Hierarchical', 'balanced', 'partitioning', 'symmetric', 'Hierarchical', 'balanced', 'partitioning', 'symmetric', 'the', 'using', 'Hierarchical', 'balanced', 'partitioning', 'symmetric', 'complexity', 'depth', 'sufficient', 'total', 'are', 'necessary', 'possible', 'without', 'complexity', 'optimal', 'the', 'total', 'Hierarchical', 'balanced', 'partitioning', 'symmetric', 'Characterization', 'algorithm', 'characterization', 'combinatorial', 'better', 'possible', 'shortest', 'than', 'without', 'drawings']","['An Efficient Time-Bound Hierarchical Key Management Scheme for Secure Broadcasting', 'Hierarchical data placement for navigational multimedia applications']","Paraphrase the following paper title without adding any other information: "" In this paper, we present P-Hera, a peer-to-peer (P2P) infrastructure for scalable and secure content hosting. PHera allows the users and content owners to dynamically establish trust using fine-grained access control. In P-Hera, resource owners can specify fine-grained restrictions on who can access their resources and which user can access which part of data. We differentiate our work with traditional works of fine-grained access control on Web services, as our system in addition to handling access constrains of the service provider (which is the case in Web services), it also handles security constrains regarding actions performed on data: replication and modification. We believe this is of immense significance for wide-range of applications such as data Grids, Information Grids and Web Content Delivery Networks. In addition to presenting the overall system architecture, we also study the problem of evaluating these fine-grained access policies in depth and propose a novel means of organizing these policies that can result in faster evaluation. We demonstrate the effectiveness of our approach using prototype implementation."" based on the user's previous titles: ""['An Efficient Time-Bound Hierarchical Key Management Scheme for Secure Broadcasting', 'Hierarchical data placement for navigational multimedia applications']""."
27," Exceptions in database systems can be used for two different purposes: to store data not conforming to the description provided by the database schema, that is, exceptional data; and to handle exceptional situations during processing, that is, the usual execution exceptions of programming languages. In this paper we survey approaches to both kinds of exceptions in OODBMSs, we discuss some uses of exceptions peculiar to databases, and relate exceptions with triggers, a typical database functionality.","['different', 'exceptional', 'exceptional', 'usual', 'relate', 'typical']","['Various', 'are', 'better', 'than', 'best', 'maximum', 'optimal', 'sufficient', 'best', 'maximum', 'optimal', 'sufficient', 'better', 'regular', 'simply', 'than', 'the', 'connected', 'to', 'the']","['An abstraction-based approach to measuring the structural similarity between two unordered XML documents', 'Reverting the effects of XQuery update expressions']","Paraphrase the following paper title without adding any other information: "" Exceptions in database systems can be used for two different purposes: to store data not conforming to the description provided by the database schema, that is, exceptional data; and to handle exceptional situations during processing, that is, the usual execution exceptions of programming languages. In this paper we survey approaches to both kinds of exceptions in OODBMSs, we discuss some uses of exceptions peculiar to databases, and relate exceptions with triggers, a typical database functionality."" based on the user's previous titles: ""['An abstraction-based approach to measuring the structural similarity between two unordered XML documents', 'Reverting the effects of XQuery update expressions']""."
28,"   In this paper we introduce and experimentally compare alternative algorithms to join uncertain relations. Different algorithms are based on specific principles, e.g., sorting, indexing, or building intermediate relational tables to apply traditional approaches. As a consequence their performance is affected by different features of the input data, and each algorithm is shown to be more efficient than the others in specific cases. In this way statistics explicitly representing the amount and kind of uncertainty in the input uncertain relations can be used to choose the most efficient algorithm. ","['compare', 'alternative', 'uncertain', 'specific', 'intermediate', 'relational', 'traditional', 'different', 'efficient', 'specific', 'uncertain', 'efficient']","['Find', 'best', 'to', 'best', 'better', 'optimal', 'possible', 'Given', 'are', 'finding', 'possible', 'key', 'optimal', 'decomposition', 'maximal', 'partial', 'shortest', 'Boolean', 'Cardinality', 'Hierarchical', 'cardinality', 'computability', 'the', 'using', 'Various', 'are', 'better', 'than', 'Efficient', 'optimal', 'key', 'optimal', 'Given', 'are', 'finding', 'possible', 'Efficient', 'optimal']","['A Rewriting Technique for the Analysis and the Optimization of Active Databases', 'Datalog for the web 2.0: the case of social network data management']","Paraphrase the following paper title without adding any other information: ""   In this paper we introduce and experimentally compare alternative algorithms to join uncertain relations. Different algorithms are based on specific principles, e.g., sorting, indexing, or building intermediate relational tables to apply traditional approaches. As a consequence their performance is affected by different features of the input data, and each algorithm is shown to be more efficient than the others in specific cases. In this way statistics explicitly representing the amount and kind of uncertainty in the input uncertain relations can be used to choose the most efficient algorithm. "" based on the user's previous titles: ""['A Rewriting Technique for the Analysis and the Optimization of Active Databases', 'Datalog for the web 2.0: the case of social network data management']""."
29," Quality of service (QoS) and, in particular, reliability and a bounded low latency are essential attributes of safety-critical wireless systems for medical applications. However, wireless links are typically prone to bursts of errors, with characteristics which vary over time.We propose a wireless system suitable for real-time remote patient monitoring in which the necessary reliability and guaranteed latency are both achieved by an efficient error control scheme. We have paired an example remote electrocardiography application to this wireless system. We also developed a tool chain that uses a formal description of the proposed wireless medical system architecture in the architecture analysis and design language to assess various combinations of system parameters: we can determine the QoS in terms of packet-delivery ratio and the service latency, and also the size of jitter buffer required for seamless ECG monitoring. A realistic assessment, based on data from the MIT-BIT arrhythmia database, shows that the proposed wireless system can achieve an appropriate level of QoS for real-time ECG monitoring if link-level error control is correctly implemented. Additionally, we present guidelines for the design of energy-efficient link-level error control, derived from energy data, obtained from simulations.","['particular', 'low', 'essential', 'safetycritical', 'medical', 'wireless', 'prone', 'suitable', 'realtime', 'remote', 'necessary', 'guaranteed', 'efficient', 'formal', 'medical', 'various', 'seamless', 'realistic', 'appropriate', 'realtime', 'linklevel', 'energyefficient', 'linklevel']","['the', 'Lower', 'maximum', 'optimal', 'key', 'necessary', 'sufficient', 'seriesparallel', 'computing', 'family', 'prescribed', 'protocols', 'bandwidth', 'computing', 'connected', 'networks', 'are', 'problems', 'simply', 'than', 'for', 'algorithm', 'algorithms', 'areas', 'computing', 'connected', 'power', 'Necessary', 'Sufficient', 'necessary', 'possible', 'sufficient', 'Unconditionally', 'maximum', 'optimal', 'possible', 'Efficient', 'optimal', 'regular', 'uniform', 'without', 'computing', 'family', 'prescribed', 'protocols', 'Various', 'the', 'balanced', 'complete', 'optimal', 'approximation', 'balanced', 'better', 'possible', 'necessary', 'optimal', 'possible', 'sufficient', 'algorithm', 'algorithms', 'Approximability', 'edgedisjoint', 'edgerankings', 'vertexrankings', 'Efficient', 'compact', 'optimal', 'Approximability', 'edgedisjoint', 'edgerankings', 'vertexrankings']","['Cyber-physical systems: the next computing revolution', 'Feedback fault tolerance of real-time embedded systems: issues and possible solutions']","Paraphrase the following paper title without adding any other information: "" Quality of service (QoS) and, in particular, reliability and a bounded low latency are essential attributes of safety-critical wireless systems for medical applications. However, wireless links are typically prone to bursts of errors, with characteristics which vary over time.We propose a wireless system suitable for real-time remote patient monitoring in which the necessary reliability and guaranteed latency are both achieved by an efficient error control scheme. We have paired an example remote electrocardiography application to this wireless system. We also developed a tool chain that uses a formal description of the proposed wireless medical system architecture in the architecture analysis and design language to assess various combinations of system parameters: we can determine the QoS in terms of packet-delivery ratio and the service latency, and also the size of jitter buffer required for seamless ECG monitoring. A realistic assessment, based on data from the MIT-BIT arrhythmia database, shows that the proposed wireless system can achieve an appropriate level of QoS for real-time ECG monitoring if link-level error control is correctly implemented. Additionally, we present guidelines for the design of energy-efficient link-level error control, derived from energy data, obtained from simulations."" based on the user's previous titles: ""['Cyber-physical systems: the next computing revolution', 'Feedback fault tolerance of real-time embedded systems: issues and possible solutions']""."
30," In relevance feedback of image retrieval, selective sampling is often used to alleviate the burden of labeling by selecting only the most informative data to label. Traditional data selection scheme often selects a batch of data at a time and label them all together, which neglects the data's correlation and thus jeopardizes the effectiveness. In this paper, we propose a novel Dynamic Certainty Propagation (DCP) scheme for informative data selection. For each unlabeled data, we define the notion of certainty to quantify our confidence in its predicted label. Every time, we only label one single data point with the lowest degree of certainty. Then we update the rest unlabeled data's certainty dynamically according to their correlation. This one-by-one labeling offers us extra guidance from the last labeled data for the next labeling. Experiments show that the DCP scheme outperforms the traditional method evidently.","['selective', 'informative', 'novel', 'informative', 'unlabeled', 'predicted', 'single', 'lowest', 'onebyone', 'extra', 'last', 'labeled', 'next', 'traditional']","['characterization', 'combinatorial', 'partial', 'partitioning', 'Nicely', 'balanced', 'graphs', 'sharing', 'Characterization', 'algorithm', 'characterization', 'combinatorial', 'Nicely', 'balanced', 'graphs', 'sharing', 'Labeling', 'rectangle', 'using', 'Given', 'approximation', 'possible', 'threshold', 'a', 'best', 'maximum', 'optimal', 'shortest', 'Lineartime', 'edgedisjoint', 'onebit', 'vertexrankings', 'for', 'maximum', 'necessary', 'sufficient', 'consecutive', 'the', 'Labeling', 'connected', 'designated', 'the', 'the', 'using']","['Optical Flow in the Scale Space', 'Generalized optical flow in the scale space']","Paraphrase the following paper title without adding any other information: "" In relevance feedback of image retrieval, selective sampling is often used to alleviate the burden of labeling by selecting only the most informative data to label. Traditional data selection scheme often selects a batch of data at a time and label them all together, which neglects the data's correlation and thus jeopardizes the effectiveness. In this paper, we propose a novel Dynamic Certainty Propagation (DCP) scheme for informative data selection. For each unlabeled data, we define the notion of certainty to quantify our confidence in its predicted label. Every time, we only label one single data point with the lowest degree of certainty. Then we update the rest unlabeled data's certainty dynamically according to their correlation. This one-by-one labeling offers us extra guidance from the last labeled data for the next labeling. Experiments show that the DCP scheme outperforms the traditional method evidently."" based on the user's previous titles: ""['Optical Flow in the Scale Space', 'Generalized optical flow in the scale space']""."
31," We consider the verification of safety (strict serializability and abort consistency) and liveness (obstruction and livelock freedom) for the hybrid transactional memory framework FlexTM. This framework allows for flexible implementations of transactional memories based on an adaptation of the MESI coherence protocol. FlexTM allows for both eager and lazy conflict resolution strategies. Like in the case of Software Transactional Memories, the verification problem is not trivial as the number of concurrent transactions, their size, and the number of accessed shared variables cannot be a priori bounded. This complexity is exacerbated by aspects that are specific to hardware and hybrid transactional memories. Our work takes into account intricate behaviours such as cache line based conflict detection, false sharing, invisible reads or non-transactional instructions. We carry out the first automatic verification of a hybrid transactional memory and establish, by adopting a small model approach, challenging properties such as strict serializability, abort consistency, and obstruction freedom for both an eager and a lazy conflict resolution strategies. We also detect an example that refutes livelock freedom. To achieve this, our prototype tool makes use of the latest antichain based techniques to handle systems with tens of thousands of states.","['strict', 'hybrid', 'transactional', 'flexible', 'transactional', 'eager', 'lazy', 'trivial', 'concurrent', 'accessed', 'specific', 'hybrid', 'transactional', 'intricate', 'such', 'false', 'invisible', 'nontransactional', 'first', 'automatic', 'hybrid', 'transactional', 'small', 'such', 'strict', 'lazy', 'prototype', 'latest']","['prescribed', 'protocols', 'uniform', 'compact', 'computing', 'planar', 'Relationship', 'complexity', 'computing', 'exchange', 'flows', 'balanced', 'compact', 'optimal', 'Relationship', 'complexity', 'computing', 'exchange', 'flows', 'to', 'better', 'linear', 'simply', 'generalized', 'necessary', 'reducible', 'simply', 'solvable', 'Consecutive', 'consecutive', 'parallel', 'Web', 'connected', 'designated', 'using', 'key', 'optimal', 'compact', 'computing', 'planar', 'Relationship', 'complexity', 'computing', 'exchange', 'flows', 'Simple', 'complexity', 'contours', 'drawings', 'are', 'necessary', 'possible', 'without', 'Boolean', 'generalized', 'partial', 'simply', 'almost', 'secret', 'simply', 'without', 'multicolorings', 'nonhamiltonian', 'vertexrankings', 'the', 'algorithms', 'partial', 'regular', 'compact', 'computing', 'planar', 'Relationship', 'complexity', 'computing', 'exchange', 'flows', 'Small', 'a', 'size', 'are', 'necessary', 'possible', 'without', 'prescribed', 'protocols', 'uniform', 'better', 'linear', 'simply', 'drawings', 'best', 'the']","['Shared memory computing on clusters with symmetric multiprocessors and system area networks', 'Reducing the complexity of the register file in dynamic superscalar processors']","Paraphrase the following paper title without adding any other information: "" We consider the verification of safety (strict serializability and abort consistency) and liveness (obstruction and livelock freedom) for the hybrid transactional memory framework FlexTM. This framework allows for flexible implementations of transactional memories based on an adaptation of the MESI coherence protocol. FlexTM allows for both eager and lazy conflict resolution strategies. Like in the case of Software Transactional Memories, the verification problem is not trivial as the number of concurrent transactions, their size, and the number of accessed shared variables cannot be a priori bounded. This complexity is exacerbated by aspects that are specific to hardware and hybrid transactional memories. Our work takes into account intricate behaviours such as cache line based conflict detection, false sharing, invisible reads or non-transactional instructions. We carry out the first automatic verification of a hybrid transactional memory and establish, by adopting a small model approach, challenging properties such as strict serializability, abort consistency, and obstruction freedom for both an eager and a lazy conflict resolution strategies. We also detect an example that refutes livelock freedom. To achieve this, our prototype tool makes use of the latest antichain based techniques to handle systems with tens of thousands of states."" based on the user's previous titles: ""['Shared memory computing on clusters with symmetric multiprocessors and system area networks', 'Reducing the complexity of the register file in dynamic superscalar processors']""."
32," In this work, we propose and assess a technique called bypass processing for optimizing the evaluation of disjunctive queries with expensive predicates. The technique is particularly useful for optimizing selection predicates that contain terms whose evaluation costs vary tremendously; e.g., the evaluation of a nested subquery or the invocation of a user-defined function in an object-oriented or extended relational model may be orders of magnitude more expensive than an attribute access (and comparison). The idea of bypass processing consists of avoiding the evaluation of such expensive terms whenever the outcome of the entire selection predicate can already be induced by testing other, less expensive terms. In order to validate the viability of bypass evaluation, we extend a previously developed optimizer architecture and incorporate three alternative optimization algorithms for generating bypass processing plans.","['disjunctive', 'expensive', 'useful', 'nested', 'userdefined', 'objectoriented', 'extended', 'relational', 'expensive', 'attribute', 'such', 'expensive', 'entire', 'other', 'expensive', 'alternative']","['linear', 'multigraphs', 'best', 'better', 'compact', 'necessary', 'than', 'better', 'finding', 'necessary', 'possible', 'sufficient', 'Hierarchical', 'cardinality', 'subgraphs', 'Boolean', 'Cardinality', 'cardinality', 'functions', 'routing', 'Boolean', 'algorithms', 'combinatorial', 'Extended', 'Boolean', 'Cardinality', 'Hierarchical', 'cardinality', 'computability', 'best', 'better', 'compact', 'necessary', 'than', 'cardinality', 'key', 'simply', 'are', 'necessary', 'possible', 'without', 'best', 'better', 'compact', 'necessary', 'than', 'the', 'the', 'best', 'better', 'compact', 'necessary', 'than', 'best', 'better', 'optimal', 'possible']","['Heterogeneity-conscious parallel query execution: getting a better mileage while driving faster!', 'Index-Assisted Hierarchical Computations in Main-Memory RDBMS.']","Paraphrase the following paper title without adding any other information: "" In this work, we propose and assess a technique called bypass processing for optimizing the evaluation of disjunctive queries with expensive predicates. The technique is particularly useful for optimizing selection predicates that contain terms whose evaluation costs vary tremendously; e.g., the evaluation of a nested subquery or the invocation of a user-defined function in an object-oriented or extended relational model may be orders of magnitude more expensive than an attribute access (and comparison). The idea of bypass processing consists of avoiding the evaluation of such expensive terms whenever the outcome of the entire selection predicate can already be induced by testing other, less expensive terms. In order to validate the viability of bypass evaluation, we extend a previously developed optimizer architecture and incorporate three alternative optimization algorithms for generating bypass processing plans."" based on the user's previous titles: ""['Heterogeneity-conscious parallel query execution: getting a better mileage while driving faster!', 'Index-Assisted Hierarchical Computations in Main-Memory RDBMS.']""."
